"TIME","GEO","SEVERITY","AGE","NACE_R1","UNIT","Value","Flag and Footnotes"
"2003","Great Britain","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","32",""
"2003","Norway","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","27",""
"2003","Norway","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2003","Norway","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2003","Norway","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2003","Norway","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","9",""
"2003","Switzerland","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2003","Switzerland","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2003","Switzerland","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2003","Switzerland","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2003","Switzerland","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2004","European Union (before the accession of Croatia)","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2004","European Union (before the accession of Croatia)","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2004","European Union (before the accession of Croatia)","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2004","European Union (before the accession of Croatia)","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2004","European Union (before the accession of Croatia)","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number",":",""
"2004","European Union (15 countries)","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","2,285",""
"2004","European Union (15 countries)","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","11",""
"2004","European Union (15 countries)","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","183",""
"2004","European Union (15 countries)","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","397",""
"2004","European Union (15 countries)","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","563",""
"2004","European Union (15 countries) and Norway","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","2,314",""
"2004","European Union (15 countries) and Norway","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","11",""
"2004","European Union (15 countries) and Norway","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","185",""
"2004","European Union (15 countries) and Norway","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","403",""
"2004","European Union (15 countries) and Norway","Fatal","From 35 to 44 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","566",""
"2004","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Fatal","Total","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","2,068","p"
"2004","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Fatal","Less than 18 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","8",""
"2004","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Fatal","From 18 to 24 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","166",""
"2004","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Fatal","From 25 to 34 years","Agriculture; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade; hotels and restaurants; financial intermediation; real estate","Number","362",""
