"TIME","GEO","UNIT","INDIC_IL","CITIZEN","SEX","AGE","Value","Flag and Footnotes"
"2014","Bulgaria","Euro","Median equivalised net income","Reporting country","Total","18 years or over","3,403",""
"2014","Czechia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","7,770",""
"2014","Czechia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Czechia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","8,517",""
"2014","Czechia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Czechia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8,191",""
"2014","Czechia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7,680",""
"2014","Denmark","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","24,716",""
"2014","Denmark","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Denmark","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","20,314",""
"2014","Denmark","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Denmark","Euro","Median equivalised net income","Foreign country","Total","18 years or over","22,420",""
"2014","Denmark","Euro","Median equivalised net income","Reporting country","Total","18 years or over","28,061",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","19,922",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","15,858",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Foreign country","Total","18 years or over","17,558",""
"2014","Germany (until 1990 former territory of the FRG)","Euro","Median equivalised net income","Reporting country","Total","18 years or over","19,984",""
"2014","Estonia","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","5,951","bu"
"2014","Estonia","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Estonia","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","5,443","b"
"2014","Estonia","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Estonia","Euro","Median equivalised net income","Foreign country","Total","18 years or over","5,465","b"
"2014","Estonia","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7,436","b"
"2014","Ireland","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,945",""
"2014","Ireland","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Ireland","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","14,383",""
"2014","Ireland","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Ireland","Euro","Median equivalised net income","Foreign country","Total","18 years or over","18,365",""
"2014","Ireland","Euro","Median equivalised net income","Reporting country","Total","18 years or over","20,966",""
"2014","Greece","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","6,400",""
"2014","Greece","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Greece","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","4,423",""
"2014","Greece","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Greece","Euro","Median equivalised net income","Foreign country","Total","18 years or over","4,827",""
"2014","Greece","Euro","Median equivalised net income","Reporting country","Total","18 years or over","7,993",""
"2014","Spain","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","10,128",""
"2014","Spain","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","Spain","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","7,438",""
"2014","Spain","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
"2014","Spain","Euro","Median equivalised net income","Foreign country","Total","18 years or over","8,346",""
"2014","Spain","Euro","Median equivalised net income","Reporting country","Total","18 years or over","14,143",""
"2014","France","Euro","Median equivalised net income","EU28 countries (current composition) except reporting country","Total","18 years or over","18,004",""
"2014","France","Euro","Median equivalised net income","EU27 countries (before the accession of Croatia) except reporting country","Total","18 years or over",":",""
"2014","France","Euro","Median equivalised net income","Non-EU28 countries (current composition) nor reporting country","Total","18 years or over","13,763",""
"2014","France","Euro","Median equivalised net income","Non-EU27 countries (before the accession of Croatia) nor reporting country","Total","18 years or over",":",""
